,Lyrics,Genre,Region,History
जोहार मायबाप जोहार,"जोहार मायबाप जोहार । मी सकळ संतांचा महार ।
सांगतो दृढ विचार । तो ऐका की जी मायबाप ॥१॥
माझा विचार नारदें ऐकिला । तो पुनः रुपा नाहीं आला ।
भीष्म ध्रुव प्रल्हाद आगळा । या विचारें बांधिलें की० ॥२॥
उपमन्यु बिभीषण । सर्वामाजीं अर्जुन ।
आणिकही ऋषी सांगेन । सावध ऐका की० ॥३॥
पराशर विश्वामित्रादि जाण । या विचारें पावले समाधान ।
हरिश्चंद्र शिबी सुखसंपन्न । जाले की० ॥४॥
ऐशा विचारें चालले । ते पुनरपि नाहीं आले ।
एका जनार्दनीं भले । ऐक्यपणें की जी मायबाप ॥५॥",भारुड,जळगाव,"यात संतांनी स्वतःला महार मानून समाजातील नीच जातीतील लोकांनाही संतमार्ग उपलब्ध आहे हे पटवले आहे. ध्रुव, प्रल्हाद, भीष्म, अर्जुन यांसारख्या भक्तांची उदाहरणे देऊन ""संतांचा मार्ग सार्वत्रिक आहे"" हा संदेश यात आहे."
अयोध्येचा हो देव्हारा,"अयोध्येचा हो देव्हारा । आला अहंकाराचा वारा ।
डोळे फिरवी गरगरां ॥१॥
मानवी रामाबाई मानवी कृष्णाबाई ॥ध्रृ०॥
रामाबाईचा घरचारु । चौघा जणांचा व्यापारु ।
सहा अठराचा पडिभारु ॥२॥
रामाबाईचा वो शेला । ब्रह्म शेटीनें विणिला ।
तुजलागीं पांघुरविला ॥३॥
येथोनि जालासे सोहळा । रामाबाईला वोवाळा ।
एका जनार्दनीं मुळा ॥४॥",भारुड,जळगाव,"""अहंकाराचा वारा"" देव्हारा हलवितो असे रूपक यात आहे. भक्तीच्या घरात अहंकार शिरला की रामकृष्णालाही विसर पडतो, म्हणून नम्रता पाळावी हा यातला संदेश आहे.
"
पलखम्यानें चार जुग ज्यावे,"पलखम्यानें चार जुग ज्यावे । तनकी नहीं भाई बात ॥१॥
देख मुंडे देख । आपना नफा मुंडे देख ॥ध्रृ०॥
कृत त्रेत द्वापार कलयुग मोठा । चारा युग मुफत गमावे आया मुद्दलसे तोटा ॥२॥
कलजुगमो रामबीना तरला कोई देखो । आलख आलख सब पुकारे आलख नाहीं कुई देखो ॥३॥
जपी तपी संन्यासी पेट खातर फिरत । आसन छांड आलख पुकारे पेटसे सब मरते ॥४॥
फकीर मौला ब्रह्मन गुंसाई सबही आलख पुकारे । आलखमें लख नहीं केंव आलख पुकारे ॥५॥
एका जनार्दन साच्या कहे आलख बिटल सार । देख मुंडे आपना नफा करो नामउच्चार ॥६॥",भारुड,जळगाव,"चारही युगं ""पलंगावरच्या खेळा""सारखी क्षणभंगुर आहेत. कलियुगात रामाशिवाय कोणी तरू शकत नाही, म्हणून हरिनाम हेच खरे भांडवल आहे हे यात सांगितले आहे."
ऐक ऐक सखये बाई,"ऎक ऎक सखये बाई । नवल मी सांगू काई ।
त्रैलोक्याचा धनी तो हा यशोदेस म्हणतो आई ।
देवकीने वाहीला गे यशोदेने पाळिला ।
पांडवांचा बंधुजन होऊनीया राहिला ॥ १ ॥
ब्रह्माडांची साठवण योगीयांचे निजध्यान ।
चोरी केली म्हणोनिया उखळाशी बंधन ॥ २ ॥
सकळ तीर्थे ज्याचे चरणी । सुलभ हा सुलभ पाणी ।
राधिकेस म्हणतो तुझी करितो मी वेणी फणी ॥ ३ ॥
एका जनार्दनी कैवल्याचा मोक्षदानि ।
गायी गोप गोप बाळा मिळविली आपुलेपणी ॥ ४ ॥",भारुड,जळगाव,"कृष्णाचे बाललीला यात वर्णिल्या आहेत. देवकीचा पुत्र असूनही यशोदेचा लाडका, चोरटा पण भक्तांचा प्राण असा विठोबा यात दिसतो. भक्ताला कैवल्य देणारा हा कृष्ण आहे हे यात सांगितले आहे."
वारीयाने कुंडल हाले,"वारीयाने कुंडल हाले । डोळे मोडीत राधा चाले ।
राधेला पाहूनि भुलले हरी । बैल दोहितो आपुल्या घरी ॥ १ ॥
फणस गंभीर कर्दळी दाटा । हाती घेउनी सारंग पाट ॥ २ ॥
हरी पाहून भुलली चित्ता । मंदिरी घुसळी डेर रिता ॥ ३ ॥
मन मिळालेसे मना । एका भुलला जनार्दना ॥ ४ ॥",भारुड,जळगाव,यात राधा-कृष्णाच्या प्रेमाचा प्रसंग आहे. राधेला पाहून हरी भुलतो आणि भजन-भक्तीतून मनाची एकाग्रता कशी होते हे प्रतीकात्मक दाखवले आहे.
असा कसा देवाचा देव,"असा कसा देवाचा देव बाई ठकडा देव एका पायानी लंगडा ॥ धृ. ॥
गवळ्याघरी जातो । दहीदूश चोरूनी खातो। करी दुधाचा रबडा ॥ १ ॥
शिंकेची तोडितो । मडकेचि फोडितो । पाडी नवनीताचा सडा ॥ २ ॥
वाळवंटी जातो । कीर्तन करतो । घेतो साधूसंतांशी झगडा ॥ ३ ॥
एका जनार्दनी । भिक्षा वाढा बाई । देव एकनाथाचा बछडा ॥ ४ ॥",भारुड,जळगाव,"कृष्णाचे खट्याळ रूप यात आहे. दही-दूध चोरणारा, मडकी फोडणारा, पण संतांना व भक्तांना प्रिय असलेला हा ""एकनाथाचा बछडा"" देव आहे असे वर्णन आहे."
देहचतुष्ट्याची रचोनि होळी,"देहचतुष्ट्याची रचोनि होळी ।ज्ञानाग्नि घालुनि समूळ जाळी ॥ १ ॥
अझुनि का उगवलाची । बोंब पडू दे नामाची ॥ २ ॥
मांदी मेळवा संतांची । तुम्ही साची सोडवण्या ॥ ३ ॥
धावण्या धावती संत अन्तरंग ।संसार शिमगा सांग निरसती ॥ ४ ॥
एका जनार्दनी मारली बोंब । जन वन स्वयंभ एक झाले ॥ ५ ॥",भारुड,जळगाव,यात देह व विकारांची होळी करून ज्ञानाची ज्योत प्रज्वलित करावी असा संदेश आहे. संतांची मेळाव्यात भक्तीची बोंब द्यावी व संसाररूपी शिमगा संपवावा हे यात सांगितले आहे.
आल्या ग सासरच्या पाहुण्या,"""आल्या ग सासरच्या पाहुण्या, साखरपुड्याला गोड गोड गाणीया"",
    ""सोन्यासारखा वर आला ग, साखरेच्या गोडीत गुंफला ग"",
    ""नवरी दिसे चांदण्यासारखी, साखरपुड्याने झाली घराची शोभा भारी"",
    ""वराच्या टोपीत मोती दिसे, नवरी बघता सगळ्यांचे डोळे हसे"",
    ""साखर सुपारीची जोडी जमली, वरवधूंची जोडी सुखाने फुलली""",लग्नगीत,"महाराष्ट्र, ग्रामीण भागातील ","महाराष्ट्रातील साखरपुड्याच्या समारंभात गाणारे पारंपारिक गीत. नवरा-नवरीच्या आनंदाचे, घराची शोभा, वधूवरच्या कुटुंबीयांचे प्रेम यांचे वर्णन करते. ही गाणी प्राचीन काळापासून लग्न सोहळ्यात मुलींना आणि मुलांना गोड सणाची अनुभूती देण्यासाठी गायली जातात
"
झाला साखरपुडा ग बाई थाटाचा,"झाला साखरपुडा ग बाई थाटाचा
रुणुझुणु चुडा हाती गाईल ग
शालू चमचम करील जरीकाठाचा
सांग माझ्या कानात नवरा कसा
शूर मर्द का भितरा ससा
रूप मदन का हुप्प्या जसा
बृहस्पती का येडापीसा
ऐक सांगते तिकडची स्वारी
रूप देखणं, नजर करारी
मर्द मावळ्या मुलुखामधुनी
गर्जत जाई गरुडभरारी
नगं बाई.. काय ग?
दिमाख अशी दाऊ ग
स्वर्ग झाला तुला ग दोन बोटांचा
झाला साखरपुडा !
नाकाचा सांडगा, गालाचा पापड
दळुबाई-कांडुबाई म्हणत्यात तसा
केळीच्या पानाला तूप लावुन",लग्नगीत,सातारा,लग्नगीत हे पारंपरिक महाराष्ट्रीय विवाह सोहळ्यात गाण्यातील प्रमुख घटक असते.
मराठी मंगलाष्टक,"स्वस्ति श्री गणनायकं गजमुखम, मोरेश्वरम सिद्धीधम ।
बल्लाळो मुरुडम विनायकमहम चिन्तामणि स्थेवरम।
लेण्याद्री गिरीजात्मकम सुरवरदम विघ्नेश्वरम् ओझरम ।
ग्रामो रांजण संस्थीतम गणपति।
कुर्या सदा मंगलम शुभ मंगल सावधान।।१।।

गंगा सिंधु सरस्वतीच यमुना,गोदावरी नर्मदा ।
कावेरी शरयू महेंद्रतनया शर्मण्वति वेदीका ।
शिप्रा वेञवती महासूर नदी,ख्याता गया गंडकी।
पुर्णा पुर्ण जलै, समुद्र सरीता।
कुर्या सदा मंगलम शुभ मंगल सावधान।।२।।

लक्ष्मी कैस्तुभ परिजातक सुरा धन्वंतरीश्वचंद्रमा।
गाव कामदुधा सरेश्वर गजो, रंभादिदेवांगना ।
अश्क सप्त मखो विषम हरिधनु शंखो मृतम चांबुधे ।
रत्नानीह चतुर्दश प्रतिदिनम,कुर्वतु वो मंगलम।
कुर्या सदा मंगलम शुभ मंगल सावधान।।३।।


रामो राजमणी सदा विजयते रामम्।
रमेशम भजे रामेणाभिहता निशाचरचमु।
रामाय तस्मै नमः।
रामान्नस्ति परायणम् परतम् रामस्य दासोराम्यहम् ।
रामे चित्तलय सद भवतु मे भी राम मामुघ्दर।
कुर्या सदा मंगलम शुभ मंगल सावधान।।४।।

राणा भिमक रुक्मीणीस नयनी, देखोनी चिंता करी ।
हि कन्या सगुणा वरा नृपवरा, कवणासी म्या दिईजे।
आता एक विचार कृष्ण नवरा ,त्यासी समर्पु म्हणे।
रुख्मी पुञ वडील त्यासी पुसणे ।
कुर्या सदा मंगलम शुभ मंगल सावधान।।५।।

लाभो संतती संपदा बहु तुम्हा,लाभोतही सद्रुण ।
साधोनि स्थिर कर्मयोग अपुल्या, व्हा बांधवा भूषण।
सारे राष्ट्रधुरिण हेचि कथिती किर्ति करा उज्वल।
गा ग्रहास्याश्रम हा तुम्हा वधूवरा देवो सदा मंगलम् ।
कुर्या सदा मंगलम शुभ मंगल सावधान।।६।।


विष्णूला फमला शिवसी गिरीजा, कृष्णा जशी रुक्मिणी।
सिंधुला सरिता तरुसि लतिका,चंद्रा जशी रोहिणी ।
रामासी जनकात्मजा प्रिया जशी, सवित्री सत्यवरता ।
तैशि ही वधु सजिरी वरीतसे, हर्ष वरासी आता।
कुर्या सदा मंगलम शुभ मंगल सावधान।।७।।

आली लग्न घडी समीप नवरा घेऊनि यावा घरा।
गृहतके मधुपर्क पुजन करा अन्त पाटते धरा।
दृष्टादृष्ट वद्य वरा न करिता , दोघे करावी उभी।
वाजंञे बहु गलबला न करणे, लक्ष्मीपते मंगलम।
कुर्या सदा मंगलम शुछ मंगल सावधान।।८।",लग्नगीत,महाराष्ट्र,": महाराष्ट्रातील पारंपारिक विवाह विधीत गाणारे हे गीत आहे.

यामध्ये गणेश, देवी-देवता, नद्या, ऋषी-महर्षी आणि पौराणिक पात्रांचा उल्लेख केला आहे.

नवरा-नवरीच्या विवाहाच्या आनंदाचा, समृद्धी, संतती, कल्याण आणि घरातील शुभमंगलाचा आशीर्वाद देण्याचा हेतू आहे.

हे गाणे लहान-मोठ्या समारंभात लग्नाच्या वेळी गायलं जातं आणि नवरा-नवरीला शुभेच्छा देण्यासाठी पारंपरिक संस्कृतीचा भाग आहे."
गोर्‍यागोर्‍या गालांवरी चढली लाजंची लाली ग पोरी नवरी आली,"गोर्‍यागोर्‍या गालांवरी चढली लाजंची लाली ग पोरी नवरी आली
सनईच्या सुरांमंदी चौघडा बोलतो दारी ग पोरी नवरी आली
सजणी मैत्रिणी जमल्या अंगणी
चढली तोरणं मांडवदारी
किणकिण कांकणं रुणझुणु पैंजणं
सजली नटली नवरी आली
गोर्‍या गोर्‍या गालांवरी चढली लाजंची लाली ग पोरी नवरी आली
सनईच्या सुरांमंदी चौघडा बोलतो दारी ग पोरी नवरी आली
नवर्‍यामुलाची आली हळद ही ओली
हळद ही ओली लावा नवरीच्या गाली
हळदीनं नवरीचं अंग माखवा
पिवळी करून तिला सासरी पाठवा
सजणी मैत्रिणी जमल्या अंगणी
चढली तोरणं मांडवदारी
सासरच्या ओढीनं ही हसते हळूच गाली ग पोरी नवरी आली
सनईच्या सुरांमंदी चौघडा बोलतो दारी ग पोरी नवरी आली
आला नवरदेव वेशीला, वेशीला ग, देव नारायण आला ग
मंडपात गणगोत सारं बैसलं ग, म्होरं ढोलताशा वाजि रं
सासरी मिळू दे तुला माहेराची माया
माहेराच्या मायेसंगं सुखाची ग छाया
भरुनीया आलं डोळं जड जीव झाला
जड जीव झाला लेक जाय सासरा
किणकिण कांकणं रुणझुणु पैंजणं
सजली नटली नवरी आली
आनंदाच्या सरी तुझ्या बरसु दे घरीदारी ग पोरी सुखाच्या सरी
सनईच्या सुरांमंदी चौघडा बोलतो दारी ग पोरी नवरी आली
आला नवरदेव वेशीला, वेशीला ग, देव नारायण आला ग
मंडपात गणगोत सारं बैसलं ग, म्होरं ढोलताशा वाजि रं",लग्नगीत,ग्रामीण + शहरी भाग,"या गीतात साखरपुडा (साखरेची सोहळा) उत्साहात साजरा केलेला आहे, जो नवविवाहित जोडीसाठी एक आनंदाचा आणि शुभ अशा प्रारंभाचा संकेत असतो."
हाताला धरलंया म्हणिते लगीन ठरलंया,"डोकं फिरलंया बयेचं डोकं फिरलंया
हाताला धरलंया म्हणिते लगीन ठरलंया
हिला भरलंया न्यारं पिसं, ही पाही ना रातंदिस
साडी सोडून इजार नेसं, हिंडे घेऊन मोकळे केस
वारं भरलंया अंगात वारं भरलंया
हाताला धरलंया म्हणिते लगीन ठरलंया
मन नाही हिचं स्थिर, हिला राहिला ना धीर
नजरेचा मारते तीर, हिची नजर ती भिरभिर
भुतानं घेरलंया हिला भुतानं घेरलंया
हाताला धरलंया म्हणिते लगीन ठरलंया
काय सांगावी परवड, झोपेत ही बडबड
झाली घरात ही धडपड, बया झालीया वरचढ
कोंबकों डं आरलंया ज्वानीचं कोंबकों डं आरलंया
हाताला धरलंया म्हणिते लगीन ठरलंया
नवानवाच नखरा दावी मग बळंच म्हस्का लावी
सारं करून देते नावी सांगे संदीप तो अनुभवी
पाणी मुरलंया कुठंतरी पाणी मुरलंया
हाताला धरलंया म्हणिते लगीन ठरलंया",लग्नगीत,"पश्चिम महाराष्ट्र, कोकण, विदर्भ","हे गाणं ग्रामीण विवाह संस्कृतीची परंपरा दर्शवते.

नववधूच्या भावनांचे प्रदर्शन, कुटुंबीयांचा सहभाग, आणि लग्नाच्या तयारीची दृश्ये यावर आधारित.

पारंपरिकरित्या, लग्नाच्या रात्री किंवा विधीपूर्व गाण्यांमध्ये हे गाणं गायले जाते.

विवाहगीत हे सांस्कृतिक वारसा आणि लोककला म्हणून जपले गेले आहे."
"फू बाई फू, फुगडी फू","फू बाई फू, फुगडी फू
दमलास काय माझ्या गोविंदा तू
आत पोकळ, बाहेर पोकळ डोंबा डों र्‍याचा वेळू
म्हतारपणी नवरा केला तोही पोरखेळू
माय-लेकी गोष्टी सांगे त्यांची प्रीत मोठी
लुगडं सोडून देऊ लागली जावयाच्यासाठी
नवी नवी नवरी तवा शेवरीवाणी लाजं
आता झाली चिली-पिल्लं कोंबकों डीवाणी झुंजं
काजळ ल्याली, कुंकु ल्याली, टिकली दावी लोका
देवाजीचा संग नाही रंग झाला फिका
संतांची निंदा केली, निंदा नाही बर",लग्नगीत,ग्रामीण भागात लग्न आणि फुगडीच्या प्रसंगी,"मराठी लोकगीत परंपरा: विवाह, सण आणि गावातील उत्सवात गाणी गातात.

या गाण्यात नवरा-नवरीच्या उत्सवाची मजा, सामाजिक संदर्भ, हलकी टीका आणि पारंपरिक साज-शैली दिसते"
"बाई बाई असा, पाहुणा कसा","बाई बाई असा, पाहुणा कसा,
दावतोय मुंबईचा लई झोक !
फिरलाय मळ्यात बिनधोक !
सखुच्या लग्‍नाला परवा
गावात राघु आलाय् नवा
गावात ह्याचा हाय गवगवा
पोरींना रीं बघतोय जवातवा
फुकाचा ठसा, रिकामा खिसा,
हातात रेडिओचं खोकं !
फिरलाय मळ्यात बिनधोक !
पाहुणा शेजारच्या घरचा
होणारा नवरा सुंदरचा
दावतोय नखरा वरवरचा
चावट पहिल्या नंबरचा
हिच्यासाठी जसा, झाला वेडापिसा,
हसतात गावातली लोकं !
फिरलाय मळ्यात बिनधोक !
मळ्यात मोत्या राखण करी
परवड त्याने केली पुरी
धावून त्याच्या अंगावरी
किंकाळी मारली मांडीवरी
वाघुळ जसा, जमिनीला तसा,
पाय झाले वर खाली डोकं !
फिरलाय मळ्यात बिनधोक",लग्नगीत,"ग्रामीण भाग, गावातील लग्न","मराठी लोकसंगीत परंपरा: लग्न, उत्सव आणि सामाजातील घटनांवर हास्याची झलक.

गाण्यातील पात्रे आणि परिस्थिती ग्रामीण जीवनातील विनोदी अनुभवावर आधारित."
"""मामा मामीला नाचवतो""","कावळा पिपेरी वाजवतो
मामा मामीला नाचवतो
लग्‍नाचा थाट तुम्ही कमी करा
हुंड्याची चाल आता बंद करा
कपड्याची फॅशन आवरा जरा
सुखाचा संसार आपला करा
घुमघुम गावात गाजवतो
मामा मामीला नाचवतो
मामीला झाली पोरं ही फार
खर्चानं झाला मामा बेजार
पोरांचा वाटतो नको हा भार
दोघांना पडला मनी विचार
त्रिकोण निशाण दाखवतो
मामा मामीला नाचवतो
ताडी-दारुला शिवू नका
सोन्याचा संसार बुडवू नका
देशाची दौलत उधळू नका
जनसेवेला विसरू नका
आपल्या देशाला वाचवतो
मामा मामीला नाचवत",कोळीगीत,कोकण,"हे गाणं म्हणजे कोळी समाजाच्या विवाह सोहळ्यातलं पारंपरिक लोकगीत आहे. यात लग्न, साखरपुडा, घरातील आनंद, मुलीची लाडाने वाढवणूक, आणि सामुदायिक उत्सवाचं वातावरण अगदी स्पष्ट दिसतं."
तुझा खर्च लागला वाढू,"तुझा खर्च लागला वाढू, सांग कितिदा कर्ज काढू?
नको अशी मला तू नाडू, सांग कितिदा कर्ज काढू?
शिवली असती, झाली का नसती, घरात वापरायाला
नवीनच चोळी, थोडी फाटली, लागलीस फेकायाला
नको बळंच आणखी फाडू, सांग कितिदा कर्ज काढू?
घरखर्चाला, दर दिवसाला, दहाचा आकडा लागे
मिर्ची-मसाला नाही आजला, तू मध्येच ओरडून सांगे
म्हणे आणा बुंदीचे लाडू, सांग कितिदा कर्ज काढू?
तुझा ग भाऊ, तो ऐतखाऊ, आला तुला भेटाया
महिना झाला राहून त्याला, तो तयार होई नाही जाया
त्यात पाहुणा टपकलाय साडू, सांग कितिदा कर्ज काढू?
अशी तू उधळी, जगावेगळी, बायको मला मिळाली
तुझ्याच पायी लाचारीची वेळ आज ही आली
आईबापाला आता काय धाडू, सांग कितिदा कर्ज काढू?
",लग्नगीत,कोकण,"पारंपरिक ग्रामीण घरखर्च आणि कुटुंबीयांमधील संवादाचे प्रतिनिधित्व.

गावांमध्ये घरात किंवा सामाजिक जमावात गाण्यात गायले जात असे.

ग्रामीण जीवनातील आर्थिक परिस्थितीवर हलक्याफुलक्या हास्याचा दृष्टिकोन."
“ुणझुण वाजंत्री वाजती,"ुणझुण वाजंत्री वाजती
म्होरं कलावंती नाचती
नवरा आला वेशीपाशी
नवर्‍या नवरी कशी नेशी
देईन येसकर्‍याचा मान
नवरी जिंकून नेईन
नवरा आला देवळापाशी
नवर्‍या नवरी कशी नेशी
विडा देवाजी देईन
नवरी जिंकून नेईन
नवरा आला मांडवापाशी
नवर्‍या नवरी कशी नेशी
मांडव खंडणी देईन
नवरी जिंकून नेईन
नवरा आला भोवल्यापाशी
नवर्‍या नवरी कशी नेशी
खण करवलीला देईन
नवरी जिंकून नेईन
तिळातांदळा भरली मोट
ज्याची होती त्याने नेली
वेडी माया वाया गेली
रुणझुण वाजंत्री वाजती",लग्नगीत,"पुणे, कोल्हापूर, सातारा","पारंपरिक लग्नोत्सवातील लोकगीते आहेत, जे विवाहाच्या प्रत्येक टप्प्यावर गातात – नवरी आलेल्या, नवर्‍याच्या भेटीचा, मांडवातली गमती, खेळ-ठराव.

विवाहातील सामाजिक आणि सांस्कृतिक संवादाची झलक यात दिसते.

रंगमंचीय आणि नृत्यात्मक घटक – गाण्याशी जोडलेले नृत्य, वाजंत्री (घंटा/घुणझुण) वाजवणे."
रुणझुणत्या पांखरा रे,"रुणझुणत्या पांखरा रे, जा माझ्या माहेरा रे, जा माझ्या माहेरा
सांग माझ्या आईला रे, सांग बापाला रे, सांग माझ्या बापाला
ने मला माहेरा रे, ने मला माहेरा रे, ने मला माहेरा
सोन्याची सुपली, मोत्यानं गुंफली, तिथं माझ्या वन्सं खेळत होत्या
वन्सं वन्सं मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची गौरी मला काय पुसतीस, पूस जा अपुल्या दिराला
सोन्याचा चेंडू, रूप्याचा दांडू, तिथं आमचे भाऊजी खेळत होते
भाऊजी भाऊजी मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची गौरी मला काय पुसतीस, पूस जा अपुल्या जावंला
सोन्याची रवी, रूप्याचा डेरा, तिथं आमच्या जाऊबाई ताक करित होत्या
जाऊबाई जाऊबाई मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची गौरी मला काय पुसतीस, पूस जा अपुल्या सासर्‍याला
सोन्याची सहाण, रूप्याचं खोड, तिथं आमचे मामंजी पूजा करित होते
मामंजी मामंजी मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची गौरी मला काय पुसतीस, पूस जा अपुल्या सासूला
सोन्याचा करंडा, रूप्याचा आरसा, तिथं आमच्या सासूबाई कुंकू लावित होत्या
सासूबाई सासूबाई मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची गौरी मला काय पुसतीस, पूस जा अपुल्या नवर्‍याला
सोन्याचा पलंग, रेशमाची गादी, तिथं आमचे पतीदेव झोपले होते
पतीदेव पतीदेव मला आलं मूळ, धाडताय काय हो माहेरा?
गुणाची लाडकी मला काय पुसतीस, पूस जा आपल्या मनाला !",लग्नगीत,"कोकण, पुणे","नवरीच्या माहेर सोडण्याच्या प्रसंगात गायले जाते.

सासरला जाण्यापूर्वी नवरीच्या भावनांचे प्रदर्शन: आठवणी, प्रेम, कौतुक आणि काही प्रमाणात खेळकर वागणे.

लोकगीते आणि विवाह संस्कृतीतील महत्त्वाचा टप्पा – नवरीच्या मनोभाव व्यक्त करणारा."
अरे कृष्णा ! अरे कान्हा !,"संत आले घरी तरी काय बोलुन शिणवावे?
उंस गोड झाला म्हणून काय मुळासहीत खावे?
प्रीतीचा पाहुणा झाला म्हणून काय फार दिवस रहावे?
गावचा पाटील झाला म्हणून काय गावच बुडवावे?
अरे कृष्णा ! अरे कान्हा ! मनरंजनमोहना ! ।।१।।

देव आंगी आला म्हणून काय भलतेच बोलावे?
चंदन शीतळ झाले म्हणून काय उगळुनिया प्यावे?
वडील रागें भरला म्हणून काय जिवेंच मारावे?
भगवी वस्‍त्रे केली म्हणून काय जगच नाडावे?
अरे कृष्णा ! अरे कान्हा ! मनरंजनमोहना ! ।।२।।

आग्या विंचु झाला म्हणून काय कंठीच कवळावा?
फुकाचा हत्ती झाला म्हणून काय भलत्यांनी न्यावा?
फुकट हिरा झाला म्हणून काय कथिली जोडावा?
नित्य व्याज खातो म्हणून काय मुद्दल बुडवावा?
अरे कृष्णा ! अरे कान्हा ! मनरंजनमोहना ! ।।३।।

परस्‍त्री सुंदर झाली म्हणून काय बळेंच भोगावी?
सखा मित्र झाला म्हणून काय बाईल मागावी?
सोन्याची सुरी झाली म्हणून काय उरीच मारावी?
मखमली पैंजने झाली म्हणून काय शिरीच वंदावी?
अरे कृष्णा ! अरे कान्हा ! मनरंजनमोहना ! ।।४।।",भजन,"पंढरपूर, पश्चिम महाराष्ट्र, मराठवाडा",मित्रांनो आपण सर्वानीच “अरे कृष्णा अरे कान्हा” के काव्य कधी ना कधी ऐकले असेलच. शाहीर साबळे यांच्या भावस्पर्शी स्वरांतून आजही आपण या गीताचे स्मरण करतो. संत एकनाथ महाराजांची ही रचना. संत एकनाथ महाराज म्हणजे समाजातील आणि मुख्यतः माणसातील कुप्रवृत्तींवर परखड टीका करणारे संत कवि. सरळ साध्या सोप्या शब्दात त्यांनी अनेकदा आपली कानउघडणी केलेली आहे. हे काव्य अशीच कानउघडणी करणारे. गीतात या काव्यातील काही पंक्ती गाळल्या आहेत. का? याची माहिती माझ्याकडे नाही
अशी ही थट्टा,"अशी ही थट्टा
बरी नव्हे थट्टा, बरी नव्हे थट्टा, बरी नव्हे थट्टा
भल्याभल्यास लाविला बट्टा, अशी ही थट्टा
ब्रह्मदेव त्रैलोक्याला शोधी
थट्टेने हरवली बुद्धी
केली नारदाची नारदी
अशी ही थट्टा
थट्टा दुर्योधनानं हो केली
पांचाळी सभेत गांजिली
गदाघावे मांडी फोडिली
अशी ही थट्टा
थट्टेने दुर्योधन मेला
भस्मासुर भस्म की हो झाला
वालीही मुकला प्राणाला
अशी ही थट्टा
थट्टा रावणाने त्या केली
सोन्याची लंका बुडविली
थट्टा ज्याची त्यास भोवली
बरी नव्हे थट्टा
थट्टेतून सुटले चौघेजण
शुक भीष्म आणि हनुमान
चौथा कार्तिकस्वामी जाण
त्याला नाही बट्टा
एका जनार्दनीं सर्वांला
थट्टेला भिऊन तुम्ही चाला
नाहीं तर नरककुंडाला
अशी ही थट्टा",भारुड,पंढरपूर,"अशी ही थट्टा"" हे महाराष्ट्रीय भारूड लोकगीत असून, यात पुराणातील उदाहरणांतून थट्टा/अतिरेक टाळावा असा उपदेश दिला आहे. हे वारकरी संप्रदायाच्या भजन-भारूड परंपरेत आजही लोकप्रिय आहे"
"असा जगाचा चाले हा खेळ, नाही कुणाचा कुणाला मेळ !","असा जगाचा चाले हा खेळ, नाही कुणाचा कुणाला मेळ !
तेलही गेलं तूपही गेलं, अहो हातामध्ये धुपाटणं आलं
नको नको ते बळंच केलं, आगीमधून फुफाटी नेलं
उघड्यासंग नागडं गेलं, सारी रात ते हिवानं मेलं !
कारभार सम्दा ह्यो अनागोंदी गों , एक ना धड भाराभर चिंधी
खायाला आधी झोपाया मधी, अहो कामाला कधीमधी
चालत्या गाडीला घालिती खीळ, कुर्‍हाडीचा दांडा गोतास काळ !
द्राक्षाचा वेल लिंबावर गेला, कडू कसा तर संगतीनं झाला
हातच्या कांकणा आरसा कशाला, बैल गेला हो तो झोपा केला
जशी ही बुद्धी तशीच फळं, जावं त्या वंशा तेव्हाच कळं !
ज्याला हो चणं त्याला ना दात, बोलाची कढी बोलाचा भात
असतील शीतं जमतील भूतं, आंधळं दळतं कुत्रं पीठ खातं
काळ आला पण आली ना वेळ, पाण्यावाचून मासा तळमळं !
पहा जो खाई त्याला खवखव, गाढवाला काय गुळाची चव?
कुंपणापावेतो सरड्याची धाव, खोट्याच्या भाळी कुर्‍हाडीचा घाव
अर्ध्या हळकुंडी झालंय पिवळं, सुंभ जळं तरी जाईना पीळ !
न करत्याचा वार शनिवार, अहो शहाण्याला शब्दाचा मार
सांगितलं इथनं तुजला सारं की बुडत्याला काडी आधार
मोठ्या घराचा वासा पोकळ, उथळ पाण्या लई खळखळ !",भारुड       ,पंढरपूर,"""असा जगाचा चाले हा खेळ"" हे एक महाराष्ट्रीय भारूड/लोकगीत आहे जे म्हणी आणि लोकप्रज्ञेवर आधारीत आहे. यात उपरोध, विनोद आणि तत्त्वज्ञान एकत्र येऊन समाजाला वास्तव शिकवण दिली आहे."
